symbol,timeframe,ts,open,high,low,close,volume,ret_1,ret_5,rsi_14,atr_14,ema_dist_50,volume_z,y_up
SYN,5m,2024-01-01T00:00:50Z,108.44253896524503,108.44253896524503,108.29066937534026,108.29066937534026,912.780245101814,-0.001400461399686059,-0.007101003639168691,35.15994513324249,0.17720555168194657,0.017816357627614552,-1.0325736566918473,0
SYN,5m,2024-01-01T00:00:51Z,108.29066937534026,108.29066937534026,108.20084876296998,108.20084876296998,920.5777069578153,-0.0008294399959700381,-0.007041841006358314,24.259083651012986,0.1601722567033416,0.016334312330984896,-0.9793594137097535,0
SYN,5m,2024-01-01T00:00:52Z,108.20084876296998,108.20084876296998,108.02138005381833,108.02138005381833,800.0221521831979,-0.0016586626741237696,-0.006984823267782042,13.93701675937784,0.15585693572783604,0.014123560206182748,-1.80209797955219,0
SYN,5m,2024-01-01T00:00:53Z,108.02138005381833,108.02138005381833,107.90384973026283,107.90384973026283,811.1181689785119,-0.0010880283467674947,-0.006929540568682805,0.0,0.14253015158590188,0.012537976205117313,-1.7263725518702604,0
SYN,5m,2024-01-01T00:00:54Z,107.90384973026283,107.90384973026283,107.69695106555449,107.69695106555449,823.8567055902802,-0.0019174354318733885,-0.006875419063449844,0.0,0.14517811664884103,0.01022365217113082,-1.6394376498452876,0
SYN,5m,2024-01-01T00:00:55Z,107.69695106555449,107.69695106555449,107.55190672841717,107.55190672841717,838.2151450673723,-0.0013467822041594614,-0.006822034171406848,0.0,0.14796216248498592,0.008540259288475568,-1.541447624207701,0
SYN,5m,2024-01-01T00:00:56Z,107.55190672841717,107.55190672841717,107.31787731278123,107.31787731278123,854.1574920492611,-0.0021759671469784906,-0.008160485433187571,0.0,0.15066935888843602,0.006128046485344058,-1.432648127439898,0
SYN,5m,2024-01-01T00:00:57Z,107.31787731278123,107.31787731278123,107.14564399940927,107.14564399940927,871.6346700435197,-0.001604889303484659,-0.0081070622683468,0.0,0.15349320353942936,0.004352764173507915,-1.3133740849882534,0
SYN,5m,2024-01-01T00:00:58Z,107.14564399940927,107.14564399940927,107.03491448085053,107.03491448085053,890.5849267374119,-0.0010334486258662301,-0.008052866061632278,0.0,0.1564277827462277,0.003192445538934516,-1.1840469291900237,0
SYN,5m,2024-01-01T00:00:59Z,107.03491448085053,107.03491448085053,106.83566402953413,106.83566402953413,910.9343439962015,-0.0018615463214300021,-0.007997320513707924,0.0,0.1592483793838834,0.0012810919032477447,-1.0451711187595043,0
SYN,5m,2024-01-01T00:01:00Z,106.83566402953413,106.83566402953413,106.69794375680539,106.69794375680539,932.5974483362173,-0.001289085194347372,-0.007940007737548983,0.0,0.16216011732127608,-7.689741435453649e-06,-0.897329972578223,0
SYN,5m,2024-01-01T00:01:01Z,106.69794375680539,106.69794375680539,106.47217411068827,106.47217411068827,955.4779168309183,-0.002115969981874323,-0.007880357152687015,0.0,0.16493024160553713,-0.002044705485275322,-0.7411808521969464,0
SYN,5m,2024-01-01T00:01:02Z,106.47217411068827,106.47217411068827,106.30798255287213,106.30798255287213,979.4693726200394,-0.0015421076838859848,-0.007817970150440822,0.0,0.16777205866291414,-0.0034514763774367106,-0.5774497328361182,0
SYN,5m,2024-01-01T00:01:03Z,106.30798255287213,106.30798255287213,106.0563081967824,106.0563081967824,1004.4562634518912,-0.0023674078845825793,-0.009142869771183088,0.0,0.1704450548901885,-0.00560395958042788,-0.40692520772159674,0
SYN,5m,2024-01-01T00:01:04Z,106.0563081967824,106.0563081967824,105.86627829979167,105.86627829979167,1030.3148160031296,-0.0017917830652574784,-0.009073615431214753,0.0,0.17317079111061315,-0.007118468273227756,-0.23045197527253072,0
SYN,5m,2024-01-01T00:01:05Z,105.86627829979167,105.86627829979167,105.737635007423,105.737635007423,926.9140580944861,-0.0012151489070427823,-0.009000255446076877,0.0,0.17594383968192773,-0.008016549965325847,-0.9361166078796546,0
SYN,5m,2024-01-01T00:01:06Z,105.737635007423,105.737635007423,105.52220255055443,105.52220255055443,954.1169003602148,-0.002037424582585431,-0.008922251922330973,0.0,0.17851267880456487,-0.00967942212881906,-0.7504691901859171,0
SYN,5m,2024-01-01T00:01:07Z,105.52220255055443,105.52220255055443,105.3682949321403,105.3682949321403,981.7812684379888,-0.0014585330356461088,-0.008839295019680005,0.0,0.18111105700875235,-0.010716803420821782,-0.5616720620917641,0
SYN,5m,2024-01-01T00:01:08Z,105.3682949321403,105.3682949321403,105.12822367750374,105.12822367750374,1009.7612763287509,-0.002278401247653981,-0.008750865790619823,0.0,0.18348052771791043,-0.012514100942323947,-0.37072083128914596,0
SYN,5m,2024-01-01T00:01:09Z,105.12822367750374,105.12822367750374,104.94982523550848,104.94982523550848,1037.908431236005,-0.0016969604902915454,-0.008656704278278124,0.0,0.1858629637791915,-0.013676974190674585,-0.17862889571443621,0
SYN,5m,2024-01-01T00:01:10Z,104.94982523550848,104.94982523550848,104.68596599307983,104.68596599307983,1066.0728599340564,-0.0025141465632415165,-0.009946023610886819,0.0,0.18799366569295728,-0.015595383922890001,0.01358092587468147,0
SYN,5m,2024-01-01T00:01:11Z,104.68596599307983,104.68596599307983,104.48393254560663,104.48393254560663,1094.1045465368986,-0.0019299000162691666,-0.009839351149350467,0.0,0.19012224670018846,-0.01687057642805235,0.2048848411267297,0
SYN,5m,2024-01-01T00:01:12Z,104.48393254560663,104.48393254560663,104.34348875885406,104.34348875885406,1121.8545714453048,-0.0013441663548724792,-0.00972594435495266,0.0,0.19224469442831907,-0.017523994307930432,0.3942665393646695,0
SYN,5m,2024-01-01T00:01:13Z,104.34348875885406,104.34348875885406,104.11843068145123,104.11843068145123,1149.1763412399323,-0.0021568962287906797,-0.009605346316420212,0.0,0.19408809629163568,-0.018949964013747014,0.5807255850646676,0
SYN,5m,2024-01-01T00:01:14Z,104.11843068145123,104.11843068145123,103.9551682340594,103.9551682340594,1175.926799363037,-0.0015680456027168603,-0.009477452670521976,0.0,0.19591253733899908,-0.019744341816731594,0.7632856802255844,0
SYN,5m,2024-01-01T00:01:15Z,103.9551682340594,103.9551682340594,103.70800693048896,103.70800693048896,1201.967607590053,-0.0023775759086257504,-0.009341835396117151,0.0,0.19744051287137918,-0.021305045903922487,0.9410027273921575,0
SYN,5m,2024-01-01T00:01:16Z,103.70800693048896,103.70800693048896,103.52284103609968,103.52284103609968,1227.1662885335318,-0.0017854541791878667,-0.009198462252437199,0.0,0.19893867976946109,-0.022224671408376823,1.1129726267412,1
SYN,5m,2024-01-01T00:01:17Z,103.52284103609968,103.52284103609968,103.2545457378088,103.2545457378088,1251.3973197437579,-0.002591653161811144,-0.010436137740821562,0.0,0.20012588992668562,-0.02390508907103137,1.2783387428364341,1
SYN,5m,2024-01-01T00:01:18Z,103.2545457378088,103.2545457378088,103.04843403044455,103.04843403044455,1144.5431703701188,-0.0019961514129132572,-0.010276726646796228,0.0,0.2012745906676514,-0.024935280157723862,0.5491062344353269,1
SYN,5m,2024-01-01T00:01:19Z,103.04843403044455,103.04843403044455,102.90427613713683,102.90427613713683,1166.4952718216723,-0.0013989333720989016,-0.010109089473612698,0.0,0.20238277644901156,-0.025336943970218146,0.6989196586217458,1
SYN,5m,2024-01-01T00:01:20Z,102.90427613713683,103.03805278525529,102.90427613713683,103.03805278525529,1187.1549144104517,0.0013000105840128215,-0.006460004054293669,4.8615946243770765,0.1965502186811463,-0.023064324681331783,0.8399126202989333,1
SYN,5m,2024-01-01T00:01:21Z,103.03805278525529,103.23389557475495,103.03805278525529,103.23389557475495,1206.434062572331,0.0019006841084994732,-0.002791127624134324,11.798930647824108,0.19954558804439923,-0.020295119273019344,0.9714843155146564,1
SYN,5m,2024-01-01T00:01:22Z,103.23389557475495,103.3477713231893,103.23389557475495,103.3477713231893,1224.2560819327298,0.0011030848714983523,0.0009028714882658417,16.626230871235805,0.19053162331567006,-0.018419087784379645,1.0931117484139814,1
SYN,5m,2024-01-01T00:01:23Z,103.3477713231893,103.52420711051239,103.3477713231893,103.52420711051239,1240.5563722124866,0.0017072045682662682,0.004616985057019661,23.257760579286483,0.19039143369622938,-0.016029150208392826,1.2043540505431087,1
SYN,5m,2024-01-01T00:01:24Z,103.52420711051239,103.61872770841342,103.52420711051239,103.61872770841342,1255.282900746874,0.0009130289479070624,0.006942875438183539,28.622239248374683,0.1782958162299703,-0.01451008406465964,1.3048561218816799,1
SYN,5m,2024-01-01T00:01:25Z,103.61872770841342,103.77628390717558,103.61872770841342,103.77628390717558,1268.3966322115443,0.0015205378626683573,0.007164645506829045,35.56799408674428,0.17511886989346795,-0.012461204500028935,1.3943515635330943,1
SYN,5m,2024-01-01T00:01:26Z,103.77628390717558,103.9972968129329,103.77628390717558,103.9972968129329,1279.871851006397,0.002129705337637725,0.007394870007837158,43.16429599395266,0.18087380696523578,-0.009905247074927449,1.47266487785242,1
SYN,5m,2024-01-01T00:01:27Z,103.9972968129329,104.13670515401333,103.9972968129329,104.13670515401333,1289.6963736348719,0.001340499660593958,0.007633776913842353,50.3734692093084,0.17475596865649226,-0.008217858929606718,1.5397129178415305,1
SYN,5m,2024-01-01T00:01:28Z,104.13670515401333,104.34007200638942,104.13670515401333,104.34007200638942,1297.8716493246764,0.0019528834917075801,0.00788090938968592,57.739285699806786,0.177620569012511,-0.006007558065637232,1.595505573841256,1
SYN,5m,2024-01-01T00:01:29Z,104.34007200638942,104.46181746240646,104.34007200638942,104.46181746240646,1304.412748058944,0.0011668139927063005,0.008136461165258893,65.96195808972419,0.16866229418726825,-0.004645490548656461,1.640145691849309,1
SYN,5m,2024-01-01T00:01:30Z,104.46181746240646,104.64799380274107,104.46181746240646,104.64799380274107,1309.348236116671,0.0017822429750622762,0.008399895069910221,73.81494880244334,0.16873446889764868,-0.0027460691924944603,1.673828224138577,1
SYN,5m,2024-01-01T00:01:31Z,104.64799380274107,104.75254939934382,104.64799380274107,104.75254939934382,1182.719940150312,0.0009991170666858217,0.007262232861392958,84.06810226054483,0.15703877591992516,-0.0016767689108707143,0.8096458742401793,1
SYN,5m,2024-01-01T00:01:32Z,104.75254939934382,104.9219738573497,104.75254939934382,104.9219738573497,1184.582601748972,0.001617377896551119,0.007540748501452922,93.33175201867624,0.15441825810861332,-5.696981321787296e-05,0.8223577192911712,1
SYN,5m,2024-01-01T00:01:33Z,104.9219738573497,105.1566803569548,104.9219738573497,105.1566803569548,1185.003425340067,0.002236962296612904,0.007826411606418752,100.0,0.16088601570128297,0.00208982771627757,0.8252296549598139,1
SYN,5m,2024-01-01T00:01:34Z,105.1566803569548,105.30997803060758,105.1566803569548,105.30997803060758,1184.0615231632432,0.0014578025203193703,0.008119335742041421,100.0,0.1622803746680209,0.0034035457845976672,0.8188015874388057,1
SYN,5m,2024-01-01T00:01:35Z,105.30997803060758,105.5290045112038,105.30997803060758,105.5290045112038,1181.8472619003778,0.002079826476960754,0.008418801703197564,100.0,0.16393635260348866,0.005257403568081746,0.8036902295323517,1
SYN,5m,2024-01-01T00:01:36Z,105.5290045112038,105.6665043698636,105.5290045112038,105.6665043698636,1178.4615163577046,0.0013029579810469084,0.008724894771157782,100.0,0.16562378904816402,0.006294890490965613,0.7805840073653669,1
SYN,5m,2024-01-01T00:01:37Z,105.6665043698636,105.87013608843989,105.6665043698636,105.87013608843989,1174.014836363726,0.0019271170158475126,0.009036831811602218,100.0,0.16756635556624996,0.007884381713719203,0.7502373748286438,1
SYN,5m,2024-01-01T00:01:38Z,105.87013608843989,105.9921217777224,105.87013608843989,105.9921217777224,1168.6265337633222,0.0011522200101887884,0.007944729882416401,100.0,0.16952814780778475,0.008672232865474925,0.7134645827157517,1
SYN,5m,2024-01-01T00:01:39Z,105.9921217777224,106.18059486234361,105.9921217777224,106.18059486234361,1162.4236970483514,0.0017781801275424747,0.008267182730614482,100.0,0.17173649679771635,0.010022770584168436,0.6711329540108723,1
SYN,5m,2024-01-01T00:01:40Z,106.18059486234361,106.4359493783341,106.18059486234361,106.4359493783341,1155.5401417626997,0.002404907566411178,0.008594271037911837,100.0,0.1741894689572285,0.01191167175357713,0.6241557208655223,1
SYN,5m,2024-01-01T00:01:41Z,106.4359493783341,106.60968582913068,106.4359493783341,106.60968582913068,1148.115305350132,0.001632309870972482,0.008926021210710918,100.0,0.17664147679409684,0.012991638710146863,0.5734844824218769,1
SYN,5m,2024-01-01T00:01:42Z,106.60968582913068,106.8506548758812,106.60968582913068,106.8506548758812,1140.2930955721522,0.002260292250900505,0.009261523822187439,100.0,0.17932734782084175,0.014620768810952861,0.5201013457718446,1
SYN,5m,2024-01-01T00:01:43Z,106.8506548758812,107.00972963343811,106.8506548758812,107.00972963343811,1132.2207020065262,0.0014887579092677634,0.009600787668443413,100.0,0.18199372650226106,0.015454772160040325,0.46501081495793617,1
SYN,5m,2024-01-01T00:01:44Z,107.00972963343811,107.23633433337157,107.00972963343811,107.23633433337157,994.0473804420293,0.002117608377384889,0.009942866419204577,100.0,0.1848814664736074,0.016847590975385032,-0.4779612499476543,1
SYN,5m,2024-01-01T00:01:45Z,107.23633433337157,107.38075420771332,107.23633433337157,107.38075420771332,985.9232202088298,0.0013467438554248233,0.008876745450175364,100.0,0.18772891488353594,0.017457320964370457,-0.533405065468497,1
SYN,5m,2024-01-01T00:01:46Z,107.38075420771332,107.59294540289628,107.38075420771332,107.59294540289628,977.9979046248383,0.0019760635576511077,0.009222985379973061,100.0,0.1907836818247556,0.018634468117989883,-0.587491853834343,1
SYN,5m,2024-01-01T00:01:47Z,107.59294540289628,107.87327517055276,107.59294540289628,107.87327517055276,970.4194747952267,0.0026054660610577195,0.009570557109448142,100.0,0.19404248668556892,0.020353964021325305,-0.6392112997031691,1
SYN,5m,2024-01-01T00:01:48Z,107.87327517055276,108.07120641241383,107.87327517055276,108.07120641241383,963.3331069746027,0.0018348496562112506,0.009919441742464036,100.0,0.1972305987004463,0.021279619219545378,-0.687572639076307,1
